0, 1, 2
3, 9, 3
3, 10, 8
3, 11, 8
3, 12, 7
3, 13, 4
3, 14, 6
3, 15, 6
3, 16, 3
3, 17, 9
3, 18, 8
3, 19, 3
3, 20, 4
3, 21, 10
3, 22, 2
3, 23, 9
3, 24, 8
3, 25, 10
3, 26, 3
3, 27, 3
3, 28, 7
3, 29, 7
3, 30, 4
3, 31, 3
3, 32, 9
3, 33, 6
3, 34, 8
3, 35, 4
3, 36, 10
3, 37, 5
3, 38, 9
3, 39, 5
3, 40, 4
3, 41, 4
3, 42, 7
3, 43, 2
3, 44, 4
3, 45, 4
3, 46, 1
3, 47, 5
3, 48, 6
3, 49, 4
3, 50, 6
3, 51, 10
3, 52, 3
3, 53, 5
3, 54, 3
3, 55, 5
3, 56, 3
3, 57, 2
3, 58, 4
3, 59, 4
3, 60, 6
3, 61, 5
3, 62, 9
3, 63, 4
3, 64, 8
3, 65, 8
3, 66, 7
3, 67, 1
3, 68, 5
3, 69, 5
3, 70, 8
3, 71, 7
3, 72, 3
3, 73, 6
3, 74, 7
3, 75, 5
3, 76, 8
3, 77, 7
3, 78, 9
3, 79, 7
3, 80, 2
3, 81, 7
3, 82, 4
3, 83, 8
3, 84, 6
3, 85, 6
3, 86, 2
3, 87, 8
3, 88, 1
3, 89, 5
3, 90, 4
3, 91, 8
3, 92, 1
3, 93, 8
3, 94, 4
3, 95, 1
3, 96, 2
3, 97, 10
3, 98, 3
3, 99, 1
4, 5, 8
4, 6, 3
4, 7, 3
4, 8, 9
4, 9, 1
4, 10, 4
4, 11, 4
4, 12, 8
4, 13, 4
4, 14, 3
4, 15, 1
4, 16, 10
4, 17, 1
4, 18, 1
4, 19, 4
4, 20, 9
4, 21, 3
4, 22, 7
4, 23, 4
4, 24, 10
4, 25, 7
4, 26, 1
4, 27, 3
4, 28, 7
4, 29, 1
4, 30, 3
4, 31, 5
4, 32, 4
4, 33, 2
4, 34, 2
4, 35, 1
4, 36, 4
4, 37, 1
4, 38, 7
4, 39, 6
4, 40, 1
4, 41, 3
4, 42, 6
4, 43, 7
4, 44, 4
4, 45, 5
4, 46, 3
4, 47, 7
4, 48, 6
4, 49, 5
4, 50, 2
4, 51, 6
4, 52, 9
4, 53, 5
4, 54, 1
4, 55, 1
4, 56, 1
4, 57, 6
4, 58, 5
4, 59, 10
4, 60, 5
4, 61, 9
4, 62, 4
4, 63, 1
4, 64, 10
4, 65, 9
4, 66, 8
4, 67, 9
4, 68, 7
4, 69, 9
4, 70, 7
4, 71, 4
4, 72, 8
4, 73, 8
4, 74, 9
4, 75, 8
4, 76, 2
4, 77, 2
4, 78, 6
4, 79, 5
4, 80, 6
4, 81, 9
4, 82, 8
4, 83, 3
4, 84, 3
4, 85, 8
4, 86, 5
4, 87, 10
4, 88, 1
4, 89, 2
4, 90, 8
4, 91, 3
4, 92, 1
4, 93, 7
4, 94, 1
4, 95, 7
4, 96, 9
4, 97, 7
4, 98, 8
4, 99, 9
5, 6, 4
5, 7, 7
5, 8, 3
5, 9, 10
5, 10, 4
5, 11, 8
5, 12, 1
5, 13, 1
5, 14, 1
5, 15, 4
5, 16, 4
5, 17, 10
5, 18, 7
5, 19, 2
5, 20, 4
5, 21, 4
5, 22, 2
5, 23, 5
5, 24, 7
5, 25, 4
5, 26, 9
5, 27, 3
5, 28, 7
5, 29, 6
5, 30, 2
5, 31, 8
5, 32, 7
5, 33, 2
5, 34, 5
5, 35, 6
5, 36, 10
5, 37, 7
5, 38, 1
5, 39, 10
5, 40, 4
5, 41, 1
5, 42, 3
5, 43, 7
5, 44, 9
5, 45, 4
5, 46, 6
5, 47, 5
5, 48, 3
5, 49, 9
5, 50, 2
5, 51, 2
5, 52, 10
5, 53, 2
5, 54, 6
5, 55, 6
5, 56, 1
5, 57, 10
5, 58, 6
5, 59, 3
5, 60, 1
5, 61, 4
5, 62, 8
5, 63, 1
5, 64, 5
5, 65, 6
5, 66, 3
5, 67, 3
5, 68, 2
5, 69, 5
5, 70, 5
5, 71, 6
5, 72, 8
5, 73, 6
5, 74, 1
5, 75, 1
5, 76, 4
5, 77, 9
5, 78, 7
5, 79, 9
5, 80, 5
5, 81, 4
5, 82, 4
5, 83, 2
5, 84, 2
5, 85, 1
5, 86, 9
5, 87, 3
5, 88, 1
5, 89, 5
5, 90, 6
5, 91, 5
5, 92, 3
5, 93, 7
5, 94, 2
5, 95, 7
5, 96, 5
5, 97, 10
5, 98, 7
5, 99, 4
6, 7, 2
6, 8, 3
6, 9, 4
6, 10, 5
6, 11, 9
6, 12, 9
6, 13, 5
6, 14, 3
6, 15, 10
6, 16, 5
6, 17, 8
6, 18, 2
6, 19, 9
6, 20, 8
6, 21, 2
6, 22, 6
6, 23, 6
6, 24, 3
6, 25, 10
6, 26, 2
6, 27, 10
6, 28, 7
6, 29, 6
6, 30, 3
6, 31, 5
6, 32, 9
6, 33, 4
6, 34, 3
6, 35, 8
6, 36, 1
6, 37, 2
6, 38, 8
6, 39, 3
6, 40, 9
6, 41, 1
6, 42, 9
6, 43, 4
6, 44, 6
6, 45, 7
6, 46, 4
6, 47, 9
6, 48, 3
6, 49, 6
6, 50, 3
6, 51, 8
6, 52, 9
6, 53, 1
6, 54, 2
6, 55, 10
6, 56, 7
6, 57, 8
6, 58, 3
6, 59, 9
6, 60, 6
6, 61, 4
6, 62, 5
6, 63, 6
6, 64, 9
6, 65, 5
6, 66, 1
6, 67, 5
6, 68, 2
6, 69, 7
6, 70, 9
6, 71, 7
6, 72, 6
6, 73, 8
6, 74, 2
6, 75, 3
6, 76, 4
6, 77, 4
6, 78, 6
6, 79, 4
6, 80, 10
6, 81, 5
6, 82, 3
6, 83, 10
6, 84, 2
6, 85, 2
6, 86, 9
6, 87, 9
6, 88, 7
6, 89, 10
6, 90, 6
6, 91, 5
6, 92, 6
6, 93, 1
6, 94, 4
6, 95, 3
6, 96, 3
6, 97, 1
6, 98, 10
6, 99, 7
7, 8, 5
7, 9, 9
7, 10, 10
7, 11, 2
7, 12, 7
7, 13, 5
7, 14, 3
7, 15, 5
7, 16, 2
7, 17, 2
7, 18, 10
7, 19, 5
7, 20, 3
7, 21, 9
7, 22, 10
7, 23, 4
7, 24, 10
7, 25, 7
7, 26, 7
7, 27, 2
7, 28, 5
7, 29, 3
7, 30, 2
7, 31, 1
7, 32, 2
7, 33, 9
7, 34, 3
7, 35, 6
7, 36, 9
7, 37, 2
7, 38, 4
7, 39, 3
7, 40, 9
7, 41, 5
7, 42, 7
7, 43, 5
7, 44, 7
7, 45, 1
7, 46, 3
7, 47, 3
7, 48, 8
7, 49, 3
7, 50, 8
7, 51, 1
7, 52, 1
7, 53, 6
7, 54, 6
7, 55, 5
7, 56, 10
7, 57, 8
7, 58, 9
7, 59, 1
7, 60, 2
7, 61, 6
7, 62, 3
7, 63, 9
7, 64, 7
7, 65, 2
7, 66, 6
7, 67, 1
7, 68, 9
7, 69, 4
7, 70, 2
7, 71, 7
7, 72, 7
7, 73, 1
7, 74, 1
7, 75, 1
7, 76, 3
7, 77, 3
7, 78, 2
7, 79, 2
7, 80, 9
7, 81, 4
7, 82, 5
7, 83, 5
7, 84, 8
7, 85, 8
7, 86, 1
7, 87, 2
7, 88, 6
7, 89, 7
7, 90, 4
7, 91, 5
7, 92, 7
7, 93, 4
7, 94, 9
7, 95, 6
7, 96, 6
7, 97, 4
7, 98, 6
7, 99, 4
8, 9, 3
8, 10, 2
8, 11, 3
8, 12, 6
8, 13, 5
8, 14, 9
8, 15, 3
8, 16, 3
8, 17, 4
8, 18, 9
8, 19, 7
8, 20, 3
8, 21, 5
8, 22, 6
8, 23, 7
8, 24, 5
8, 25, 1
8, 26, 3
8, 27, 1
8, 28, 4
8, 29, 9
8, 30, 9
8, 31, 3
8, 32, 5
8, 33, 1
8, 34, 2
8, 35, 9
8, 36, 8
8, 37, 5
8, 38, 3
8, 39, 1
8, 40, 6
8, 41, 1
8, 42, 1
8, 43, 5
8, 44, 5
8, 45, 6
8, 46, 2
8, 47, 5
8, 48, 5
8, 49, 7
8, 50, 4
8, 51, 1
8, 52, 8
8, 53, 1
8, 54, 4
8, 55, 9
8, 56, 2
8, 57, 7
8, 58, 8
8, 59, 5
8, 60, 5
8, 61, 2
8, 62, 4
8, 63, 8
8, 64, 10
8, 65, 3
8, 66, 4
8, 67, 7
8, 68, 9
8, 69, 1
8, 70, 7
8, 71, 4
8, 72, 8
8, 73, 4
8, 74, 7
8, 75, 5
8, 76, 6
8, 77, 9
8, 78, 8
8, 79, 1
8, 80, 6
8, 81, 6
8, 82, 10
8, 83, 9
8, 84, 6
8, 85, 5
8, 86, 7
8, 87, 9
8, 88, 8
8, 89, 3
8, 90, 1
8, 91, 5
8, 92, 6
8, 93, 4
8, 94, 3
8, 95, 8
8, 96, 8
8, 97, 3
8, 98, 2
8, 99, 8
9, 10, 2
9, 11, 4
9, 12, 10
9, 13, 8
9, 14, 8
9, 15, 10
9, 16, 2
9, 17, 3
9, 18, 1
9, 19, 1
9, 20, 6
9, 21, 3
9, 22, 7
9, 23, 7
9, 24, 2
9, 25, 9
9, 26, 4
9, 27, 7
9, 28, 8
9, 29, 3
9, 30, 1
9, 31, 1
9, 32, 10
9, 33, 2
9, 34, 7
9, 35, 7
9, 36, 4
9, 37, 4
9, 38, 4
9, 39, 5
9, 40, 1
9, 41, 2
9, 42, 6
9, 43, 9
9, 44, 7
9, 45, 5
9, 46, 8
9, 47, 8
9, 48, 6
9, 49, 2
9, 50, 6
9, 51, 3
9, 52, 1
9, 53, 2
9, 54, 6
9, 55, 4
9, 56, 1
9, 57, 3
9, 58, 8
9, 59, 3
9, 60, 3
9, 61, 3
9, 62, 2
9, 63, 5
9, 64, 9
9, 65, 3
9, 66, 8
9, 67, 4
9, 68, 8
9, 69, 4
9, 70, 8
9, 71, 7
9, 72, 3
9, 73, 8
9, 74, 1
9, 75, 4
9, 76, 7
9, 77, 6
9, 78, 9
9, 79, 7
9, 80, 6
9, 81, 2
9, 82, 7
9, 83, 5
9, 84, 1
9, 85, 5
9, 86, 9
9, 87, 1
9, 88, 4
9, 89, 3
9, 90, 9
9, 91, 8
9, 92, 4
9, 93, 5
9, 94, 10
9, 95, 7
9, 96, 8
9, 97, 7
9, 98, 2
9, 99, 4
10, 11, 8
10, 12, 6
10, 13, 5
10, 14, 1
10, 15, 4
10, 16, 2
10, 17, 4
10, 18, 6
10, 19, 5
10, 20, 1
10, 21, 6
10, 22, 1
10, 23, 4
10, 24, 3
10, 25, 9
10, 26, 8
10, 27, 8
10, 28, 8
10, 29, 4
10, 30, 4
10, 31, 4
10, 32, 4
10, 33, 1
10, 34, 2
10, 35, 8
10, 36, 5
10, 37, 8
10, 38, 9
10, 39, 4
10, 40, 5
10, 41, 1
10, 42, 1
10, 43, 7
10, 44, 6
10, 45, 6
10, 46, 9
10, 47, 10
10, 48, 5
10, 49, 2
10, 50, 10
10, 51, 5
10, 52, 4
10, 53, 5
10, 54, 4
10, 55, 2
10, 56, 2
10, 57, 8
10, 58, 9
10, 59, 3
10, 60, 2
10, 61, 5
10, 62, 7
10, 63, 4
10, 64, 10
10, 65, 1
10, 66, 7
10, 67, 7
10, 68, 6
10, 69, 3
10, 70, 3
10, 71, 4
10, 72, 4
10, 73, 10
10, 74, 6
10, 75, 3
10, 76, 8
10, 77, 7
10, 78, 2
10, 79, 9
10, 80, 1
10, 81, 7
10, 82, 5
10, 83, 9
10, 84, 8
10, 85, 3
10, 86, 5
10, 87, 9
10, 88, 6
10, 89, 1
10, 90, 7
10, 91, 1
10, 92, 5
10, 93, 9
10, 94, 2
10, 95, 1
10, 96, 7
10, 97, 7
10, 98, 7
10, 99, 7
11, 12, 4
11, 13, 3
11, 14, 8
11, 15, 5
11, 16, 6
11, 17, 7
11, 18, 5
11, 19, 1
11, 20, 2
11, 21, 2
11, 22, 5
11, 23, 2
11, 24, 8
11, 25, 6
11, 26, 8
11, 27, 4
11, 28, 8
11, 29, 2
11, 30, 3
11, 31, 6
11, 32, 4
11, 33, 5
11, 34, 4
11, 35, 5
11, 36, 5
11, 37, 7
11, 38, 2
11, 39, 10
11, 40, 3
11, 41, 10
11, 42, 2
11, 43, 8
11, 44, 3
11, 45, 6
11, 46, 10
11, 47, 5
11, 48, 7
11, 49, 9
11, 50, 4
11, 51, 8
11, 52, 4
11, 53, 8
11, 54, 7
11, 55, 8
11, 56, 7
11, 57, 10
11, 58, 6
11, 59, 7
11, 60, 7
11, 61, 8
11, 62, 5
11, 63, 9
11, 64, 8
11, 65, 5
11, 66, 7
11, 67, 3
11, 68, 1
11, 69, 10
11, 70, 10
11, 71, 2
11, 72, 7
11, 73, 2
11, 74, 9
11, 75, 7
11, 76, 10
11, 77, 10
11, 78, 7
11, 79, 6
11, 80, 8
11, 81, 3
11, 82, 10
11, 83, 2
11, 84, 9
11, 85, 10
11, 86, 10
11, 87, 6
11, 88, 8
11, 89, 5
11, 90, 6
11, 91, 10
11, 92, 3
11, 93, 3
11, 94, 2
11, 95, 7
11, 96, 7
11, 97, 1
11, 98, 8
11, 99, 8
12, 13, 7
12, 14, 3
12, 15, 5
12, 16, 2
12, 17, 3
12, 18, 10
12, 19, 7
12, 20, 4
12, 21, 8
12, 22, 4
12, 23, 4
12, 24, 8
12, 25, 7
12, 26, 1
12, 27, 2
12, 28, 2
12, 29, 6
12, 30, 9
12, 31, 2
12, 32, 10
12, 33, 4
12, 34, 4
12, 35, 6
12, 36, 7
12, 37, 10
12, 38, 7
12, 39, 1
12, 40, 7
12, 41, 4
12, 42, 4
12, 43, 9
12, 44, 8
12, 45, 9
12, 46, 6
12, 47, 5
12, 48, 7
12, 49, 6
12, 50, 2
12, 51, 2
12, 52, 1
12, 53, 3
12, 54, 1
12, 55, 3
12, 56, 6
12, 57, 7
12, 58, 4
12, 59, 8
12, 60, 2
12, 61, 4
12, 62, 2
12, 63, 4
12, 64, 9
12, 65, 7
12, 66, 1
12, 67, 1
12, 68, 3
12, 69, 1
12, 70, 10
12, 71, 7
12, 72, 7
12, 73, 4
12, 74, 3
12, 75, 6
12, 76, 9
12, 77, 2
12, 78, 10
12, 79, 7
12, 80, 10
12, 81, 3
12, 82, 3
12, 83, 5
12, 84, 10
12, 85, 7
12, 86, 10
12, 87, 8
12, 88, 3
12, 89, 6
12, 90, 5
12, 91, 1
12, 92, 8
12, 93, 5
12, 94, 2
12, 95, 8
12, 96, 9
12, 97, 8
12, 98, 6
12, 99, 2
13, 14, 3
13, 15, 10
13, 16, 6
13, 17, 10
13, 18, 3
13, 19, 4
13, 20, 9
13, 21, 7
13, 22, 3
13, 23, 7
13, 24, 4
13, 25, 2
13, 26, 1
13, 27, 9
13, 28, 4
13, 29, 1
13, 30, 3
13, 31, 5
13, 32, 8
13, 33, 10
13, 34, 8
13, 35, 3
13, 36, 10
13, 37, 5
13, 38, 2
13, 39, 6
13, 40, 5
13, 41, 3
13, 42, 7
13, 43, 9
13, 44, 3
13, 45, 3
13, 46, 4
13, 47, 1
13, 48, 4
13, 49, 9
13, 50, 8
13, 51, 6
13, 52, 4
13, 53, 6
13, 54, 5
13, 55, 2
13, 56, 2
13, 57, 6
13, 58, 7
13, 59, 1
13, 60, 6
13, 61, 1
13, 62, 8
13, 63, 4
13, 64, 6
13, 65, 4
13, 66, 6
13, 67, 3
13, 68, 10
13, 69, 5
13, 70, 5
13, 71, 6
13, 72, 7
13, 73, 7
13, 74, 8
13, 75, 5
13, 76, 7
13, 77, 6
13, 78, 10
13, 79, 8
13, 80, 9
13, 81, 1
13, 82, 7
13, 83, 10
13, 84, 8
13, 85, 6
13, 86, 8
13, 87, 9
13, 88, 7
13, 89, 10
13, 90, 2
13, 91, 3
13, 92, 2
13, 93, 3
13, 94, 8
13, 95, 8
13, 96, 9
13, 97, 8
13, 98, 4
13, 99, 3
14, 15, 1
14, 16, 10
14, 17, 10
14, 18, 10
14, 19, 3
14, 20, 8
14, 21, 2
14, 22, 2
14, 23, 9
14, 24, 5
14, 25, 5
14, 26, 8
14, 27, 8
14, 28, 4
14, 29, 2
14, 30, 5
14, 31, 1
14, 32, 2
14, 33, 6
14, 34, 7
14, 35, 4
14, 36, 8
14, 37, 6
14, 38, 6
14, 39, 8
14, 40, 9
14, 41, 3
14, 42, 4
14, 43, 4
14, 44, 1
14, 45, 9
14, 46, 9
14, 47, 6
14, 48, 3
14, 49, 2
14, 50, 2
14, 51, 6
14, 52, 5
14, 53, 7
14, 54, 4
14, 55, 4
14, 56, 4
14, 57, 6
14, 58, 3
14, 59, 7
14, 60, 9
14, 61, 6
14, 62, 1
14, 63, 7
14, 64, 4
14, 65, 10
14, 66, 4
14, 67, 2
14, 68, 3
14, 69, 6
14, 70, 8
14, 71, 4
14, 72, 1
14, 73, 6
14, 74, 1
14, 75, 1
14, 76, 2
14, 77, 1
14, 78, 1
14, 79, 1
14, 80, 3
14, 81, 3
14, 82, 2
14, 83, 8
14, 84, 4
14, 85, 10
14, 86, 4
14, 87, 9
14, 88, 3
14, 89, 5
14, 90, 9
14, 91, 9
14, 92, 8
14, 93, 7
14, 94, 10
14, 95, 9
14, 96, 6
14, 97, 9
14, 98, 6
14, 99, 1
15, 16, 5
15, 17, 6
15, 18, 9
15, 19, 6
15, 20, 3
15, 21, 5
15, 22, 8
15, 23, 7
15, 24, 2
15, 25, 1
15, 26, 1
15, 27, 9
15, 28, 10
15, 29, 9
15, 30, 3
15, 31, 5
15, 32, 9
15, 33, 1
15, 34, 10
15, 35, 5
15, 36, 9
15, 37, 9
15, 38, 7
15, 39, 6
15, 40, 9
15, 41, 5
15, 42, 7
15, 43, 8
15, 44, 2
15, 45, 2
15, 46, 6
15, 47, 7
15, 48, 6
15, 49, 7
15, 50, 5
15, 51, 8
15, 52, 8
15, 53, 6
15, 54, 2
15, 55, 5
15, 56, 9
15, 57, 3
15, 58, 7
15, 59, 10
15, 60, 4
15, 61, 4
15, 62, 4
15, 63, 3
15, 64, 7
15, 65, 2
15, 66, 2
15, 67, 9
15, 68, 9
15, 69, 2
15, 70, 5
15, 71, 9
15, 72, 4
15, 73, 2
15, 74, 1
15, 75, 2
15, 76, 9
15, 77, 8
15, 78, 9
15, 79, 1
15, 80, 3
15, 81, 5
15, 82, 6
15, 83, 5
15, 84, 8
15, 85, 8
15, 86, 10
15, 87, 9
15, 88, 3
15, 89, 4
15, 90, 9
15, 91, 7
15, 92, 3
15, 93, 7
15, 94, 7
15, 95, 7
15, 96, 8
15, 97, 9
15, 98, 9
15, 99, 8
16, 17, 1
16, 18, 5
16, 19, 6
16, 20, 8
16, 21, 6
16, 22, 7
16, 23, 5
16, 24, 3
16, 25, 10
16, 26, 3
16, 27, 1
16, 28, 4
16, 29, 4
16, 30, 4
16, 31, 7
16, 32, 1
16, 33, 8
16, 34, 6
16, 35, 3
16, 36, 7
16, 37, 9
16, 38, 10
16, 39, 10
16, 40, 3
16, 41, 4
16, 42, 8
16, 43, 4
16, 44, 9
16, 45, 2
16, 46, 6
16, 47, 6
16, 48, 2
16, 49, 4
16, 50, 1
16, 51, 10
16, 52, 8
16, 53, 7
16, 54, 6
16, 55, 2
16, 56, 5
16, 57, 7
16, 58, 1
16, 59, 3
16, 60, 1
16, 61, 9
16, 62, 9
16, 63, 4
16, 64, 6
16, 65, 8
16, 66, 2
16, 67, 4
16, 68, 4
16, 69, 2
16, 70, 9
16, 71, 2
16, 72, 10
16, 73, 3
16, 74, 1
16, 75, 3
16, 76, 10
16, 77, 10
16, 78, 2
16, 79, 1
16, 80, 6
16, 81, 4
16, 82, 1
16, 83, 1
16, 84, 8
16, 85, 9
16, 86, 7
16, 87, 7
16, 88, 4
16, 89, 8
16, 90, 5
16, 91, 8
16, 92, 2
16, 93, 2
16, 94, 5
16, 95, 2
16, 96, 4
16, 97, 5
16, 98, 8
16, 99, 6
17, 18, 1
17, 19, 2
17, 20, 10
17, 21, 1
17, 22, 2
17, 23, 8
17, 24, 5
17, 25, 7
17, 26, 1
17, 27, 9
17, 28, 3
17, 29, 6
17, 30, 7
17, 31, 4
17, 32, 3
17, 33, 10
17, 34, 2
17, 35, 5
17, 36, 5
17, 37, 8
17, 38, 7
17, 39, 6
17, 40, 4
17, 41, 2
17, 42, 8
17, 43, 3
17, 44, 10
17, 45, 8
17, 46, 6
17, 47, 6
17, 48, 3
17, 49, 7
17, 50, 3
17, 51, 3
17, 52, 2
17, 53, 9
17, 54, 2
17, 55, 3
17, 56, 1
17, 57, 7
17, 58, 8
17, 59, 1
17, 60, 3
17, 61, 9
17, 62, 2
17, 63, 3
17, 64, 5
17, 65, 1
17, 66, 2
17, 67, 9
17, 68, 7
17, 69, 2
17, 70, 10
17, 71, 8
17, 72, 4
17, 73, 1
17, 74, 4
17, 75, 1
17, 76, 6
17, 77, 4
17, 78, 9
17, 79, 8
17, 80, 3
17, 81, 10
17, 82, 5
17, 83, 8
17, 84, 1
17, 85, 8
17, 86, 8
17, 87, 8
17, 88, 1
17, 89, 2
17, 90, 10
17, 91, 7
17, 92, 10
17, 93, 8
17, 94, 5
17, 95, 9
17, 96, 5
17, 97, 1
17, 98, 6
17, 99, 7
18, 19, 9
18, 20, 5
18, 21, 6
18, 22, 10
18, 23, 7
18, 24, 1
18, 25, 6
18, 26, 4
18, 27, 8
18, 28, 6
18, 29, 2
18, 30, 10
18, 31, 5
18, 32, 6
18, 33, 5
18, 34, 6
18, 35, 9
18, 36, 9
18, 37, 3
18, 38, 7
18, 39, 2
18, 40, 6
18, 41, 5
18, 42, 7
18, 43, 4
18, 44, 9
18, 45, 10
18, 46, 1
18, 47, 2
18, 48, 10
18, 49, 10
18, 50, 10
18, 51, 6
18, 52, 2
18, 53, 9
18, 54, 8
18, 55, 7
18, 56, 1
18, 57, 6
18, 58, 8
18, 59, 4
18, 60, 1
18, 61, 6
18, 62, 3
18, 63, 4
18, 64, 1
18, 65, 1
18, 66, 1
18, 67, 6
18, 68, 10
18, 69, 6
18, 70, 8
18, 71, 1
18, 72, 6
18, 73, 8
18, 74, 9
18, 75, 10
18, 76, 7
18, 77, 1
18, 78, 2
18, 79, 9
18, 80, 4
18, 81, 4
18, 82, 5
18, 83, 2
18, 84, 3
18, 85, 2
18, 86, 8
18, 87, 2
18, 88, 3
18, 89, 8
18, 90, 4
18, 91, 2
18, 92, 3
18, 93, 2
18, 94, 9
18, 95, 4
18, 96, 2
18, 97, 8
18, 98, 4
18, 99, 6
19, 20, 7
19, 21, 1
19, 22, 6
19, 23, 2
19, 24, 2
19, 25, 9
19, 26, 7
19, 27, 8
19, 28, 5
19, 29, 1
19, 30, 6
19, 31, 3
19, 32, 5
19, 33, 3
19, 34, 6
19, 35, 7
19, 36, 4
19, 37, 10
19, 38, 10
19, 39, 4
19, 40, 9
19, 41, 10
19, 42, 8
19, 43, 8
19, 44, 5
19, 45, 7
19, 46, 5
19, 47, 4
19, 48, 2
19, 49, 3
19, 50, 9
19, 51, 3
19, 52, 9
19, 53, 6
19, 54, 10
19, 55, 1
19, 56, 4
19, 57, 2
19, 58, 9
